run,train_epochs_logged,last_train_epoch,last_total_loss,last_acc_pct,eval_points,best_epoch,best_rank1_pct,best_mAP_pct,best_mINP_pct,final_eval_epoch,final_rank1_pct,final_mAP_pct,final_mINP_pct,train_hours_epoch0_to_last_log
A0_RN50_ORI,116,115,0.093771905,99.53450000000001,18,107,52.50591,50.58292499027029,36.470714303852084,113,52.15357,50.226252030218596,36.180656519087506,10.231111111111112
A1_PMT_VIT,40,39,1.0182444,81.27994,11,31,24.417567000000002,24.56726235130921,13.725505944809417,39,20.965028,21.73751029145454,11.964093029402836,6.620277777777778
